qacver	saccver	bitscore	evalue	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p
WP_002854338.1	PYX28355.1	54.1	0.001	820	377	234	24	20.085	1978231	hypothetical protein DMG77_16135 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_083846722.1	54.5	0.001	820	482	420	49	16.19	2358	tetratricopeptide repeat protein [Desulfomonile tiedjei]	Desulfomonile tiedjei	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile								
WP_002854338.1	RKW15683.1	54.9	0.001	820	996	238	27	19.748	44737	tetratricopeptide repeat protein [Capnocytophaga sp.]	Capnocytophaga sp.	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga							
WP_002854338.1	KPL16816.1	54.5	0.001	820	494	232	25	17.672	1703352	hypothetical protein AMS26_03165 [Bacteroides sp. SM23_62]	Bacteroides sp. SM23_62	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	PYV45432.1	54.5	0.001	820	569	552	64	16.123	1978231	hypothetical protein DMG06_02505 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_012307685.1	53.8	0.001	820	318	284	33	18.31	1129;32049	MULTISPECIES: tetratricopeptide repeat protein [Synechococcus]	Synechococcus	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Synechococcaceae									
WP_002854338.1	WP_005009488.1	54.9	0.001	820	660	603	66	15.257	35801;1266370	tetratricopeptide repeat protein [Nitrospina gracilis]	Nitrospina gracilis	cellular organisms	Bacteria	Nitrospinae/Tectomicrobia group	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina								
WP_002854338.1	WP_095232876.1	53	0.001	820	224	202	24	19.307	361277	tetratricopeptide repeat protein [Terribacillus saccharophilus]	Terribacillus saccharophilus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus								
WP_002854338.1	WP_127706087.1	54.9	0.001	820	1162	640	75	15.625	1932778	tetratricopeptide repeat protein [Mucilaginibacter sp. YBJ-36]	Mucilaginibacter sp. YBJ-36	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter							
WP_002854338.1	XP_026369315.1	55.3	0.001	820	1921	517	59	17.215	116960	tetratricopeptide repeat protein 6 [Ursus arctos horribilis]	Ursus arctos horribilis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda
WP_002854338.1	WP_083704611.1	54.9	0.001	820	959	531	60	16.573	1897630	PEP-CTERM system TPR-repeat protein PrsT [Motiliproteus sp. MSK22-1]	Motiliproteus sp. MSK22-1	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Motiliproteus									
WP_002854338.1	WP_019974224.1	54.5	0.001	820	457	215	25	18.605	247	tetratricopeptide repeat protein [Empedobacter brevis]	Empedobacter brevis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter							
WP_002854338.1	WP_099035972.1	54.9	0.001	820	913	376	45	18.617	1526571	PEP-CTERM system TPR-repeat protein PrsT [Lacimicrobium alkaliphilum]	Lacimicrobium alkaliphilum	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Lacimicrobium									
WP_002854338.1	XP_022729017.1	54.9	0.001	820	1064	287	32	16.376	66656	protein CTR9 homolog isoform X2 [Durio zibethinus]	Durio zibethinus	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	malvids
WP_002854338.1	WP_096681335.1	54.9	0.001	820	1189	296	31	17.905	1973475	tetratricopeptide repeat protein [Nostoc sp. NIES-2111]	Nostoc sp. NIES-2111	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Nostoc								
WP_002854338.1	WP_066365392.1	52.6	0.001	820	217	201	24	22.886	105229	tetratricopeptide repeat protein [Bacillus fumarioli]	Bacillus fumarioli	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus								
WP_002854338.1	RZP18369.1	54.5	0.001	820	464	255	30	19.608	2021391	tetratricopeptide repeat protein [Flavobacteriales bacterium]	Flavobacteriales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)							
WP_002854338.1	CUS83848.1	54.5	0.001	820	507	303	34	20.462	1633631	Glycosyl transferase family 2 [Candidatus Kryptonium thompsoni]	Candidatus Kryptonium thompsoni	cellular organisms	Bacteria	FCB group	Candidatus Kryptonia	Candidatus Kryptonium											
WP_002854338.1	WP_094415928.1	54.9	0.001	820	1006	241	27	19.502	2022802	tetratricopeptide repeat protein [Flavobacterium cyanobacteriorum]	Flavobacterium cyanobacteriorum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	TMB03340.1	54.5	0.001	820	580	479	57	16.075	2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	WP_058999360.1	53.4	0.001	820	258	243	29	19.753	1552121	tetratricopeptide repeat protein [Leptolyngbya sp. NIES-2104]	Leptolyngbya sp. NIES-2104	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Leptolyngbya								
WP_002854338.1	RLA93606.1	54.9	0.001	820	663	341	40	14.956	2026735	hypothetical protein DRG25_04235 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)									
WP_002854338.1	XP_006451561.1	54.9	0.001	820	1088	316	32	18.671	85681	protein CTR9 homolog isoform X1 [Citrus clementina]	Citrus clementina	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	malvids
WP_002854338.1	XP_025186354.1	54.9	0.001	820	1019	298	34	18.121	747089	hypothetical protein GLOIN_2v474699 [Rhizophagus irregularis DAOM 181602=DAOM 197198]	Rhizophagus irregularis DAOM 181602=DAOM 197198	cellular organisms	Eukaryota	Opisthokonta	Fungi	Fungi incertae sedis	Mucoromycota	Glomeromycotina	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis				
WP_002854338.1	XP_012348920.1	54.9	0.001	820	602	236	27	14.831	7463	PREDICTED: transmembrane and TPR repeat-containing protein 4 [Apis florea]	Apis florea	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota
WP_002854338.1	OQY04373.1	54.9	0.001	820	785	533	60	15.572	1971629	hypothetical protein B6I22_09680 [Desulfobacteraceae bacterium 4572_123]	Desulfobacteraceae bacterium 4572_123	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	unclassified Desulfobacteraceae								
WP_002854338.1	RHZ64221.1	54.9	0.001	820	1287	247	27	22.267	1348612	hypothetical protein Glove_326g59 [Diversispora epigaea]	Diversispora epigaea	cellular organisms	Eukaryota	Opisthokonta	Fungi	Fungi incertae sedis	Mucoromycota	Glomeromycotina	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora					
WP_002854338.1	WP_135219654.1	54.9	0.001	820	1004	425	46	18.353	2545633	tetratricopeptide repeat protein [Flavobacterium sp. SaA2.12]	Flavobacterium sp. SaA2.12	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	WP_020764069.1	54.1	0.001	820	368	312	34	17.628	29507;1240687	tetratricopeptide repeat protein [Leptospira kirschneri]	Leptospira kirschneri	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira									
WP_002854338.1	WP_092830724.1	54.9	0.001	820	830	396	43	18.687	1380357	tetratricopeptide repeat protein [Rhodospirillales bacterium URHD0017]	Rhodospirillales bacterium URHD0017	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified Rhodospirillales	unclassified Rhodospirillales (miscellaneous)									
WP_002854338.1	ETR69539.1	54.9	0.001	820	640	428	50	17.056	890399	peptidase C14 caspase catalytic subunit P20 [Candidatus Magnetoglobus multicellularis str. Araruama]	Candidatus Magnetoglobus multicellularis str. Araruama	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Candidatus Magnetoglobus	Candidatus Magnetoglobus multicellularis							
WP_002854338.1	PQM55972.1	54.9	0.001	820	676	359	43	16.992	1904441	hypothetical protein CML39_06635 [Rhodobacteraceae bacterium]	Rhodobacteraceae bacterium	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified Rhodobacteraceae									
WP_002854338.1	PYT04138.1	54.1	0.001	820	400	249	29	18.876	1978231	hypothetical protein DMF65_02790, partial [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_017314306.1	54.9	0.001	820	800	243	28	16.049	221287	tetratricopeptide repeat protein [Mastigocladopsis repens]	Mastigocladopsis repens	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Symphyonemataceae	Mastigocladopsis								
WP_002854338.1	WP_010965698.1	50.7	0.001	820	119	100	12	25	1485;1488;272562;863638;991791;2126737	MULTISPECIES: tetratricopeptide repeat protein [Clostridium]	Clostridium	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae									
WP_002854338.1	XP_014769701.1	54.1	0.001	820	335	74	9	29.73	37653	PREDICTED: neutrophil cytosol factor 2-like isoform X2 [Octopus bimaculoides]	Octopus bimaculoides	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Cephalopoda	Coleoidea	Neocoleoidea	Octopodiformes	Octopoda	Incirrata	Octopodidae
WP_002854338.1	WP_036883493.1	54.9	0.001	820	679	511	59	14.677	266762	tetratricopeptide repeat protein [Porphyromonas gingivicanis]	Porphyromonas gingivicanis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas							
WP_002854338.1	WP_120274781.1	54.9	0.001	820	722	203	22	21.675	1261403	sensor histidine kinase [Mangrovibacterium diazotrophicum]	Mangrovibacterium diazotrophicum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mangrovibacterium							
WP_002854338.1	WP_131850947.1	54.1	0.001	820	356	154	18	23.377	2545761	tetratricopeptide repeat protein [Flaviaesturariibacter sp. 17J68-15]	Flaviaesturariibacter sp. 17J68-15	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter							
WP_002854338.1	OLE12779.1	53.4	0.001	820	284	204	24	20.588	1803434	hypothetical protein AUG89_06785 [Acidobacteria bacterium 13_1_20CM_4_56_7]	Acidobacteria bacterium 13_1_20CM_4_56_7	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)											
WP_002854338.1	WP_067082840.1	54.9	0.001	820	850	176	20	22.159	48073;1685377;1781068	MULTISPECIES: serine/threonine-protein kinase [Microbulbifer]	Microbulbifer	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae										
WP_002854338.1	WP_073631040.1	54.9	0.001	820	698	298	31	18.121	1137095	tetratricopeptide repeat protein [Scytonema sp. HK-05]	Scytonema sp. HK-05	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Scytonemataceae	Scytonema								
WP_002854338.1	OCY12088.1	54.9	0.001	820	1254	281	32	17.082	1885576	hypothetical protein BEV12_11180 [Microcystis aeruginosa CACIAM 03]	Microcystis aeruginosa CACIAM 03	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa						
WP_002854338.1	KKO20158.1	54.5	0.001	820	423	346	39	19.075	380242;1961114;2172549	hypothetical protein BROFUL_01117 [Candidatus Brocadia fulgida]	Candidatus Brocadia fulgida	cellular organisms	Bacteria	PVC group	Planctomycetes	Candidatus Brocadiae	Candidatus Brocadiales	Candidatus Brocadiaceae	Candidatus Brocadia								
WP_002854338.1	PSP03915.1	53.8	0.001	820	287	209	24	19.139	1919142	hypothetical protein BRC54_11505 [Cyanobacteria bacterium SW_7_48_12]	Cyanobacteria bacterium SW_7_48_12	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	unclassified Cyanobacteria	unclassified Cyanobacteria (miscellaneous)									
WP_002854338.1	RCK78785.1	55.3	0.001	820	1614	387	43	14.212	2268124	TPR domain protein, putative component of TonB system [Candidatus Ozemobacter sibiricus]	Candidatus Ozemobacter sibiricus	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Riflebacteria	Candidatus Ozemobacteria	Candidatus Ozemobacterales	Candidatus Ozemobacteraceae	Candidatus Ozemobacter							
WP_002854338.1	OQX18804.1	54.5	0.001	820	601	517	58	14.507	1934248	hypothetical protein BWK80_37670 [Desulfobacteraceae bacterium IS3]	Desulfobacteraceae bacterium IS3	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	unclassified Desulfobacteraceae								
WP_002854338.1	WP_072545841.1	54.9	0.001	820	678	221	27	19.91	1841865	tetratricopeptide repeat protein [Mediterranea massiliensis]	Mediterranea massiliensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Mediterranea							
WP_002854338.1	WP_095070072.1	54.1	0.001	820	417	284	34	16.549	584609	tetratricopeptide repeat protein [Tenacibaculum jejuense]	Tenacibaculum jejuense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum							
WP_002854338.1	OHB39680.1	54.1	0.001	820	418	223	27	17.937	1801950	hypothetical protein A2069_04500 [Planctomycetes bacterium GWB2_41_19]	Planctomycetes bacterium GWB2_41_19	cellular organisms	Bacteria	PVC group	Planctomycetes	unclassified Planctomycetes											
WP_002854338.1	WP_113748085.1	54.9	0.001	820	1003	192	21	22.396	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_118417833.1	54.9	0.001	820	1003	192	21	22.396	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_117859778.1	54.9	0.001	820	1003	192	21	22.396	818	tetratricopeptide repeat protein [Bacteroides thetaiotaomicron]	Bacteroides thetaiotaomicron	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides							
WP_002854338.1	WP_016268916.1	54.9	0.001	820	1003	192	21	22.396	816;818;1235785;2292942	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae								
WP_002854338.1	OPY82695.1	54.5	0.001	820	562	392	46	16.837	1811697	tetratricopeptide repeat protein [Smithella sp. PtaU1.Bin162]	Smithella sp. PtaU1.Bin162	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella								
WP_002854338.1	WP_129748575.1	54.5	0.001	820	464	277	32	20.217	459526	tetratricopeptide repeat protein [Flavobacterium anhuiense]	Flavobacterium anhuiense	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium							
WP_002854338.1	PWE70099.1	54.5	0.001	820	607	165	20	14.545	1396	hypothetical protein B1R38_27895 [Bacillus cereus]	Bacillus cereus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus group							
WP_002854338.1	ACI90376.1	54.9	0.001	820	1044	422	45	18.957	96448	TPR repeat containing protein-like protein [Philodina roseola]	Philodina roseola	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Rotifera	Bdelloidea	Philodinida	Philodinidae	Philodina			
WP_002854338.1	OLD31259.1	54.1	0.001	820	359	268	30	22.388	1805388	hypothetical protein AUI62_00215 [Thaumarchaeota archaeon 13_1_40CM_2_39_7]	Thaumarchaeota archaeon 13_1_40CM_2_39_7	cellular organisms	Archaea	TACK group	Thaumarchaeota	unclassified Thaumarchaeota	unclassified Thaumarchaeota (miscellaneous)										
WP_002854338.1	WP_006785864.1	54.9	0.001	820	650	198	21	22.222	154288;702450	diguanylate cyclase [Turicibacter sanguinis]	Turicibacter sanguinis	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter								
WP_002854338.1	KOF92260.1	54.1	0.001	820	340	74	9	29.73	37653	hypothetical protein OCBIM_22007015mg [Octopus bimaculoides]	Octopus bimaculoides	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Lophotrochozoa	Mollusca	Cephalopoda	Coleoidea	Neocoleoidea	Octopodiformes	Octopoda	Incirrata	Octopodidae
WP_002854338.1	PBH07938.1	54.5	0.001	820	610	579	68	17.098	1496	hypothetical protein BGV17_15115 [Clostridioides difficile]	Clostridioides difficile	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides								
