taxid	protein	species	1	2	3	4	5	6	7	8																									
59620	tetratricopeptide repeat protein [uncultured Clostridium sp.]	uncultured Clostridium sp.	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	environmental samples																								
159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
1005926	tetratricopeptide repeat protein [Muricauda taeanensis]	Muricauda taeanensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda																								
2026735	tetratricopeptide repeat protein [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
230844	PREDICTED: tetratricopeptide repeat protein 6 isoform X3 [Peromyscus maniculatus bairdii]	Peromyscus maniculatus bairdii	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Myomorpha	Muroidea	Cricetidae	Neotominae	Peromyscus	Peromyscus maniculatus			
1287055	tetratricopeptide repeat protein [Brachyspira hampsonii]	Brachyspira hampsonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
578462	hypothetical protein AMAG_00991 [Allomyces macrogynus ATCC 38327]	Allomyces macrogynus ATCC 38327	cellular organisms	Eukaryota	Opisthokonta	Fungi	Fungi incertae sedis	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces	Allomyces macrogynus																						
1978231	hypothetical protein DMG50_26630 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
102134	tetratricopeptide repeat protein [Desulfallas gibsoniae]	Desulfallas gibsoniae	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfallas																									
102125	tetratricopeptide repeat protein [Xenococcus sp. PCC 7305]	Xenococcus sp. PCC 7305	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Pleurocapsales	Xenococcaceae	Xenococcus																									
816	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae																									
816	MULTISPECIES: tetratricopeptide repeat protein [Bacteroides]	Bacteroides	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae																									
1978231	hypothetical protein DMG89_22930 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
481183	tetratricopeptide repeat protein [Tamlana agarivorans]	Tamlana agarivorans	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana																								
70799	tetratricopeptide repeat protein [Nodularia spumigena]	Nodularia spumigena	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Aphanizomenonaceae	Nodularia																									
2026729	tetratricopeptide repeat protein [Cytophagaceae bacterium]	Cytophagaceae bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified Cytophagaceae																								
2293208	tetratricopeptide repeat protein [Ruminococcus sp. AM36-17]	Ruminococcus sp. AM36-17	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus																									
2484964	tetratricopeptide repeat protein [Leptospira noumeaensis]	Leptospira noumeaensis	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																										
159	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira																										
312017	peptidase c14 caspase catalytic subunit p20 [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
1801875	hypothetical protein A2306_05635 [Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_38_16]	Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_38_16	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica																												
1801875	hypothetical protein A2306_05635 [Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_38_16]	Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_38_16	cellular organisms	Bacteria	PVC group	Candidatus Omnitrophica	unclassified Candidatus Omnitrophica																												
1461338	tetratricopeptide repeat protein [Seonamhaeicola aphaedonensis]	Seonamhaeicola aphaedonensis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola																								
2202144	hypothetical protein DRP59_05300 [Spirochaetes bacterium]	Spirochaetes bacterium	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes																													
1619068	hypothetical protein UV80_C0004G0039 [Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17]	Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Peregrinibacteria	unclassified Candidatus Peregrinibacteria																											
2545633	tetratricopeptide repeat protein [Flavobacterium sp. SaA2.12]	Flavobacterium sp. SaA2.12	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium																								
1895928	hypothetical protein BGO39_06595 [Chloroflexi bacterium 54-19]	Chloroflexi bacterium 54-19	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	unclassified Chloroflexi	unclassified Chloroflexi (miscellaneous)																											
2026781	hypothetical protein C6500_13190 [Candidatus Poribacteria bacterium]	Candidatus Poribacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Poribacteria																												
1922337	tetratricopeptide repeat protein [Leptolyngbya sp. 'hensonii']	Leptolyngbya sp. 'hensonii'	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Leptolyngbya																									
39491	tetratricopeptide repeat protein [[Eubacterium] rectale]	[Eubacterium] rectale	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae																									
1001601	tetratricopeptide repeat protein [Leptospira interrogans serovar Zanoni str. LT2156]	Leptospira interrogans serovar Zanoni str. LT2156	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	Leptospira interrogans serovar Zanoni																								
371601	tetratricopeptide repeat protein [Bacteroides xylanisolvens]	Bacteroides xylanisolvens	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
371601	tetratricopeptide repeat protein [Bacteroides xylanisolvens]	Bacteroides xylanisolvens	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides																								
2026760	hypothetical protein DRP91_09185 [Candidatus Marinimicrobia bacterium]	Candidatus Marinimicrobia bacterium	cellular organisms	Bacteria	FCB group	Candidatus Marinimicrobia																													
1817877	hypothetical protein A2043_05995 [Candidatus Schekmanbacteria bacterium GWA2_38_9]	Candidatus Schekmanbacteria bacterium GWA2_38_9	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Schekmanbacteria																												
2100161	hypothetical protein C6A37_04155 [Desulfobacteraceae bacterium SEEP-SAG9]	Desulfobacteraceae bacterium SEEP-SAG9	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	unclassified Desulfobacteraceae																									
312017	tetratricopeptide repeat protein [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
886464	PEP-CTERM system TPR-repeat protein PrsT [Plasticicumulans acidivorans]	Plasticicumulans acidivorans	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	Candidatus Competibacteraceae	Plasticicumulans																										
1485	MULTISPECIES: tetratricopeptide repeat protein [Clostridium]	Clostridium	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae																										
1534	tetratricopeptide repeat protein [Clostridium kluyveri]	Clostridium kluyveri	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
53246	MULTISPECIES: serine/threonine-protein kinase [Pseudoalteromonas]	Pseudoalteromonas	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae																											
2203	tetratricopeptide repeat protein [Methanospirillum hungatei]	Methanospirillum hungatei	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum																									
1978231	hypothetical protein DMG40_25320 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
218208	tetratricopeptide repeat protein [Desulfatibacillum aliphaticivorans]	Desulfatibacillum aliphaticivorans	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatibacillum																									
886464	putative PEP-CTERM system TPR-repeat lipoprotein [Plasticicumulans acidivorans]	Plasticicumulans acidivorans	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified Gammaproteobacteria	Candidatus Competibacteraceae	Plasticicumulans																										
333140	tetratricopeptide repeat protein [Roseivirga spongicola]	Roseivirga spongicola	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga																								
333140	tetratricopeptide repeat protein [Roseivirga spongicola]	Roseivirga spongicola	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga																								
292586	serine/threonine-protein kinase [Merismopedia glauca]	Merismopedia glauca	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Merismopediaceae	Merismopedia																									
1811979	tetratricopeptide repeat protein [Anabaena sp. 4-3]	Anabaena sp. 4-3	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Nostocaceae	Anabaena																									
1392489	DUF5107 domain-containing protein [Leeuwenhoekiella sp. MAR_2009_132]	Leeuwenhoekiella sp. MAR_2009_132	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella																								
2030808	hypothetical protein COB02_07845 [Candidatus Cloacimonetes bacterium]	Candidatus Cloacimonetes bacterium	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	unclassified Candidatus Cloacimonetes																												
312017	DNA polymerase [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
312017	DNA polymerase [Tetrahymena thermophila SB210]	Tetrahymena thermophila SB210	cellular organisms	Eukaryota	Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenina	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila																						
316277	methyltransferase domain-containing protein [Syntrophus aciditrophicus]	Syntrophus aciditrophicus	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus																									
2072846	tetratricopeptide repeat protein [Adhaeribacter sp. HMF7605]	Adhaeribacter sp. HMF7605	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Adhaeribacter																								
143630	hypothetical protein parPi_0004105 [Paroedura picta]	Paroedura picta	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Sauropsida	Sauria	Lepidosauria	Squamata	Bifurcata	Gekkota	Gekkonidae	Gekkoninae	Paroedura							
6337	Tetratricopeptide repeat protein 28, partial [Trichinella pseudospiralis]	Trichinella pseudospiralis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Nematoda	Enoplea	Dorylaimia	Trichinellida	Trichinellidae	Trichinella																			
5693	hypothetical protein C4B63_18g227 [Trypanosoma cruzi]	Trypanosoma cruzi	cellular organisms	Eukaryota	Euglenozoa	Kinetoplastida	Trypanosomatidae	Trypanosoma	Schizotrypanum																										
2026735	hypothetical protein DRH24_00875 [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)																										
2292303	tetratricopeptide repeat protein [Clostridium sp. AM30-24]	Clostridium sp. AM30-24	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																									
2024896	transmembrane and TPR repeat-containing protein 2 [Anaerolineaceae bacterium]	Anaerolineaceae bacterium	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	unclassified Anaerolineaceae																									
416	MULTISPECIES: PEP-CTERM system TPR-repeat protein PrsT [Methylomonas]	Methylomonas	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae																											
1155739	tetratricopeptide repeat protein [Moorea producens]	Moorea producens	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Oscillatoriaceae	Moorea																								
1978231	hypothetical protein DMG42_26325 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																												
1986867	hypothetical protein CBC91_03715 [Rickettsiales bacterium TMED131]	Rickettsiales bacterium TMED131	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	unclassified Rickettsiales	unclassified Rickettsiales (miscellaneous)																										
