taxid	protein	species	1	2	3	4	5	6	7	8																											
2043171	tetratricopeptide repeat protein [Pseudanabaena sp. BC1403]	Pseudanabaena sp. BC1403	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena																											
1986721	hypothetical protein CBC83_06780 [Flavobacteriales bacterium TMED123]	Flavobacteriales bacterium TMED123	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified Flavobacteriales	unclassified Flavobacteriales (miscellaneous)																										
3847	hypothetical protein GLYMA_10G168700 [Glycine max]	Glycine max	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	rosids	fabids	Fabales	Fabaceae	Papilionoideae	50 kb inversion clade	NPAAA clade	indigoferoid/millettioid clade	Phaseoleae	Glycine	Soja										
999	tetratricopeptide repeat protein [Bernardetia litoralis]	Bernardetia litoralis	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	Bernardetia																										
1001585	TPR repeat-containing protein [Pseudomonas mendocina NK-01]	Pseudomonas mendocina NK-01	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa group	Pseudomonas mendocina																										
2447902	tetratricopeptide repeat protein [Nostocales cyanobacterium]	Nostocales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	unclassified Nostocales	unclassified Nostocales (miscellaneous)																											
1218110	hypothetical protein B0A58_01410 [Flavobacterium branchiophilum NBRC 15030 = ATCC 35035]	Flavobacterium branchiophilum NBRC 15030 = ATCC 35035	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium branchiophilum																									
2202201	tetratricopeptide repeat protein [Leptospira yasudae]	Leptospira yasudae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																												
1003181	hypothetical protein PN36_15975 [Candidatus Thiomargarita nelsonii]	Candidatus Thiomargarita nelsonii	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiomargarita																												
1678309	tetratricopeptide repeat protein [Planktothrix tepida]	Planktothrix tepida	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Planktothrix																										
9598	intraflagellar transport protein 88 homolog isoform X8 [Pan troglodytes]	Pan troglodytes	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Pan					
54313	tetratricopeptide repeat protein [Tychonema bourrellyi]	Tychonema bourrellyi	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Tychonema																										
159743	tetratricopeptide repeat protein [Paenibacillus terrae]	Paenibacillus terrae	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus																											
1262759	tetratricopeptide TPR_2 [Brachyspira sp. CAG:484]	Brachyspira sp. CAG:484	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	environmental samples																											
301	tetratricopeptide repeat protein [Pseudomonas oleovorans]	Pseudomonas oleovorans	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa group	Pseudomonas oleovorans/pseudoalcaligenes group																										
489632	tetratricopeptide repeat protein [Pseudomonas chengduensis]	Pseudomonas chengduensis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas																												
1862385	tetratricopeptide repeat protein [Ideonella sp. KYPY4]	Ideonella sp. KYPY4	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified Burkholderiales	Burkholderiales Genera incertae sedis	Ideonella																											
1896986	hypothetical protein BHW09_00920 [Clostridium sp. CAG:245_30_32]	Clostridium sp. CAG:245_30_32	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium																											
2012634	hypothetical protein CFK48_03800 [Armatimonadetes bacterium CP1_7O]	Armatimonadetes bacterium CP1_7O	cellular organisms	Bacteria	Terrabacteria group	Armatimonadetes	unclassified Armatimonadetes																														
996925	tetratricopeptide repeat protein [Mastigocoleus testarum]	Mastigocoleus testarum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Hapalosiphonaceae	Mastigocoleus																											
2013763	hypothetical protein CVU77_02030 [Elusimicrobia bacterium HGW-Elusimicrobia-1]	Elusimicrobia bacterium HGW-Elusimicrobia-1	cellular organisms	Bacteria	Elusimicrobia	unclassified Elusimicrobia																															
1978231	hypothetical protein DMG21_14015 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
135735	hypothetical protein FH5_00533 [Bacillus endophyticus]	Bacillus endophyticus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus																											
2026799	hypothetical protein DMF31_03955 [Verrucomicrobia bacterium]	Verrucomicrobia bacterium	cellular organisms	Bacteria	PVC group	Verrucomicrobia	unclassified Verrucomicrobia	unclassified Verrucomicrobia (miscellaneous)																													
685	tetratricopeptide repeat protein [Vibrio diazotrophicus]	Vibrio diazotrophicus	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio																												
9606	protein O-mannosyl-transferase TMTC3 isoform 3 [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Primates	Haplorrhini	Simiiformes	Catarrhini	Hominoidea	Hominidae	Homininae	Homo					
718192	PEP-CTERM system TPR-repeat protein PrsT [Litorilituus sediminis]	Litorilituus sediminis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Litorilituus																												
989370	hypothetical protein AOQ71_12345 [Bradyrhizobium manausense]	Bradyrhizobium manausense	cellular organisms	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium																												
888845	Hypothetical protein A7982_02586 [Minicystis rosea]	Minicystis rosea	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Myxococcales	Sorangiineae	unclassified Sorangiineae	Minicystis																										
135735	tetratricopeptide repeat protein [Bacillus endophyticus]	Bacillus endophyticus	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus																											
1735116	tetratricopeptide repeat protein [Olivibacter sp. XZL3]	Olivibacter sp. XZL3	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter																										
1978231	hypothetical protein DMF73_00550 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)																														
724	MULTISPECIES: outer membrane protein assembly factor BamD [Haemophilus]	Haemophilus	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae																													
1811680	lipoprotein NlpI [Methanoregula sp. PtaB.Bin085]	Methanoregula sp. PtaB.Bin085	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula																											
554344	tetratricopeptide repeat protein [Pseudomonas toyotomiensis]	Pseudomonas toyotomiensis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas																												
2202144	hypothetical protein DRP54_01455 [Spirochaetes bacterium]	Spirochaetes bacterium	cellular organisms	Bacteria	Spirochaetes	unclassified Spirochaetes																															
1382359	outer membrane protein assembly factor BamD [Acidobacterium ailaaui]	Acidobacterium ailaaui	cellular organisms	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium																												
10029	Transmembrane and TPR repeat-containing protein 3 [Cricetulus griseus]	Cricetulus griseus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Myomorpha	Muroidea	Cricetidae	Cricetinae	Cricetulus						
482537	PREDICTED: transmembrane and TPR repeat-containing protein 3 [Galeopterus variegatus]	Galeopterus variegatus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Dermoptera	Cynocephalidae	Galeopterus										
743722	tetratricopeptide repeat protein [Sphingobacterium sp. 21]	Sphingobacterium sp. 21	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium																										
985016	tetratricopeptide repeat protein [Olivibacter jilunii]	Olivibacter jilunii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter																										
1797320	DUF5107 domain-containing protein [Bacteroidetes bacterium GWA2_42_15]	Bacteroidetes bacterium GWA2_42_15	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)																												
1559339	tetratricopeptide repeat protein [Chitinimonas sp. BJB300]	Chitinimonas sp. BJB300	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas																												
141451	PEP-CTERM system TPR-repeat protein PrsT [Oleiphilus messinensis]	Oleiphilus messinensis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus																												
329726	TPR repeat domain protein (plasmid) [Acaryochloris marina MBIC11017]	Acaryochloris marina MBIC11017	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina																										
34884	transmembrane and TPR repeat-containing protein 3 [Callorhinus ursinus]	Callorhinus ursinus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Laurasiatheria	Carnivora	Caniformia	Otariidae	Callorhinus									
1153	hypothetical protein DCE90_17060 [Pseudanabaena sp.]	Pseudanabaena sp.	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena																											
35608	tetratricopeptide repeat (TPR)-like superfamily protein [Artemisia annua]	Artemisia annua	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	campanulids	Asterales	Asteraceae	Asteroideae	Anthemideae	Artemisiinae	Artemisia													
1151	tetratricopeptide repeat protein [Oscillatoriales cyanobacterium]	Oscillatoriales cyanobacterium	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	unclassified Oscillatoriales	unclassified Oscillatoriales (miscellaneous)																										
441366	intraflagellar transport protein 88 homolog isoform X5 [Gouania willdenowi]	Gouania willdenowi	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei	Osteoglossocephalai	Clupeocephala	Euteleosteomorpha	Neoteleostei	Eurypterygia	Ctenosquamata	Acanthomorphata	Euacanthomorphacea	Percomorphaceae	Ovalentaria	Blenniimorphae	Blenniiformes	Gobiesocoidei	Gobiesocidae	Gobiesocinae	Gouania		
10029	transmembrane and TPR repeat-containing protein 3 isoform X2 [Cricetulus griseus]	Cricetulus griseus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota	Mammalia	Theria	Eutheria	Boreoeutheria	Euarchontoglires	Glires	Rodentia	Myomorpha	Muroidea	Cricetidae	Cricetinae	Cricetulus						
1890364	Tetratricopeptide TPR_1 repeat-containing protein [Planoprotostelium fungivorum]	Planoprotostelium fungivorum	cellular organisms	Eukaryota	Amoebozoa	Mycetozoa	Protosteliales	Cavosteliaceae	Planoprotostelium																												
959	tetratricopeptide repeat protein [Bdellovibrio bacteriovorus]	Bdellovibrio bacteriovorus	cellular organisms	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio																												
47254	hypothetical protein DCF22_25275 [Leptolyngbya sp.]	Leptolyngbya sp.	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Leptolyngbyaceae	Leptolyngbya																											
1917822	tetratricopeptide repeat protein [Leptospira ellinghausenii]	Leptospira ellinghausenii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira																												
1231	PEP-CTERM system TPR-repeat protein PrsT [Nitrosospira multiformis]	Nitrosospira multiformis	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira																												
1749259	outer membrane protein assembly factor BamD [Marinobacter sp. LQ44]	Marinobacter sp. LQ44	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter																												
1265495	tetratricopeptide repeat protein [Thioalkalivibrio sp. ALE23]	Thioalkalivibrio sp. ALE23	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio																												
28095	tetratricopeptide repeat protein [Burkholderia gladioli]	Burkholderia gladioli	cellular organisms	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia																												
2282155	tetratricopeptide repeat protein [Syntrophobacterales bacterium]	Syntrophobacterales bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	unclassified Syntrophobacterales																												
515414	tetratricopeptide repeat protein [Prevotella falsenii]	Prevotella falsenii	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella																										
