qaccver	saccver	bitscore	eval	qlen	slen	length	qcovs	pident	taxid	protein	species	a	b	c	d	e	f	g	h	I	j	k	l	m	n	o	p	q
WP_002851328.1	EKG33493.1	55.7	0.000642	788	1302	465	56	16.129	1154758	cellulose synthase operon protein C [Pseudomonas avellanae BPIC 631]	Pseudomonas avellanae BPIC 631	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group	Pseudomonas avellanae								
WP_002851328.1	KIK03937.1	55.7	0.000642	788	1117	566	64	13.251	1095629	hypothetical protein K443DRAFT_93988 [Laccaria amethystina LaAM-08-1]	Laccaria amethystina LaAM-08-1	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales	Tricholomataceae	Laccaria	Laccaria amethystina				
WP_002851328.1	WP_020063916.1	55.3	0.000642	788	631	480	59	17.292	159;1266923	tetratricopeptide repeat protein [Brachyspira hyodysenteriae]	Brachyspira hyodysenteriae	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira										
WP_002851328.1	OXV07649.1	55.3	0.000643	788	747	404	45	15.347	519963	hypothetical protein Egran_04585 [Elaphomyces granulatus]	Elaphomyces granulatus	cellular organisms	Eukaryota	Opisthokonta	Fungi	Dikarya	Ascomycota	saccharomyceta	Pezizomycotina	leotiomyceta	Eurotiomycetes	Eurotiomycetidae	Eurotiales	Elaphomycetaceae	Elaphomyces			
WP_002851328.1	WP_055075797.1	54.5	0.000643	788	374	337	41	14.837	1681830	tetratricopeptide repeat protein [Pseudanabaena sp. 'Roaring Creek']	Pseudanabaena sp. 'Roaring Creek'	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena									
WP_002851328.1	WP_065978850.1	55.7	0.000644	788	1272	509	63	12.181	570156	tetratricopeptide repeat protein [Pseudoalteromonas lipolytica]	Pseudoalteromonas lipolytica	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas										
WP_002851328.1	KMQ52871.1	55.7	0.000645	788	1232	619	75	13.893	1008392	putative PEP-CTERM system TPR-repeat lipoprotein [Chitinispirillum alkaliphilum]	Chitinispirillum alkaliphilum	cellular organisms	Bacteria	FCB group	Fibrobacteres	Chitinispirillia	Chitinispirillales	Chitinispirillaceae	Chitinispirillum									
WP_002851328.1	WP_133610043.1	55.7	0.000646	788	1003	615	66	14.472	295428	tetratricopeptide repeat protein [Flavobacterium cheniae]	Flavobacterium cheniae	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium								
WP_002851328.1	WP_019509046.1	55.7	0.000647	788	1567	498	61	13.253	118161	tetratricopeptide repeat protein [Pleurocapsa sp. PCC 7319]	Pleurocapsa sp. PCC 7319	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Pleurocapsales	Hyellaceae	Pleurocapsa									
WP_002851328.1	WP_136565707.1	55.7	0.000647	788	1007	539	63	14.471	2530200	tetratricopeptide repeat protein [Muricauda sp. SCR12]	Muricauda sp. SCR12	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda								
WP_002851328.1	WP_135669683.1	55.7	0.000647	788	1197	421	51	13.302	2023184	tetratricopeptide repeat protein [Leptospira barantonii]	Leptospira barantonii	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira										
WP_002851328.1	PHU03525.1	55.3	0.000647	788	977	279	32	15.054	80379	putative UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase SEC [Capsicum chinense]	Capsicum chinense	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	lamiids	Solanales
WP_002851328.1	WP_003011079.1	55.7	0.000647	788	1040	607	74	12.85	258;525372	tetratricopeptide repeat protein [Sphingobacterium spiritivorum]	Sphingobacterium spiritivorum	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium								
WP_002851328.1	RMU37828.1	55.7	0.000647	788	1306	465	56	16.129	46257	Cellulose synthase operon protein C [Pseudomonas avellanae]	Pseudomonas avellanae	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group									
WP_002851328.1	XP_002932533.2	55.7	0.000648	788	1312	445	52	15.73	8364	PREDICTED: tetratricopeptide repeat protein 21A [Xenopus tropicalis]	Xenopus tropicalis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amphibia
WP_002851328.1	WP_109941583.1	55.3	0.000648	788	642	568	70	14.085	1277351	tetratricopeptide repeat protein [Methanospirillum stamsii]	Methanospirillum stamsii	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum									
WP_002851328.1	XP_009576762.1	55.7	0.00065	788	2425	537	66	15.456	30455	PREDICTED: tetratricopeptide repeat protein 28 [Fulmarus glacialis]	Fulmarus glacialis	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	WP_015204918.1	55.7	0.00065	788	1095	335	39	11.94	241425;1173022	serine protease [Crinalium epipsammum]	Crinalium epipsammum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Gomontiellaceae	Crinalium								
WP_002851328.1	OPY07607.1	53.8	0.00065	788	248	182	20	13.187	1811717	Outer membrane protein assembly factor BamD precursor [Syntrophaceae bacterium PtaB.Bin095]	Syntrophaceae bacterium PtaB.Bin095	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	unclassified Syntrophaceae									
WP_002851328.1	TET78673.1	53.4	0.00065	788	235	165	21	15.152	2030808	tetratricopeptide repeat protein [Candidatus Cloacimonetes bacterium]	Candidatus Cloacimonetes bacterium	cellular organisms	Bacteria	FCB group	Candidatus Cloacimonetes	unclassified Candidatus Cloacimonetes												
WP_002851328.1	WP_015700735.1	53.8	0.00065	788	272	107	14	12.15	553;1123863	cell division protein CpoB [Pantoea ananatis]	Pantoea ananatis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea										
WP_002851328.1	RPJ06162.1	54.5	0.000651	788	375	355	49	17.465	2026735	outer membrane protein assembly factor BamD, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	RPJ06162.1	54.1	0.000877	788	375	398	49	15.327	2026735	outer membrane protein assembly factor BamD, partial [Deltaproteobacteria bacterium]	Deltaproteobacteria bacterium	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	unclassified Deltaproteobacteria	unclassified Deltaproteobacteria (miscellaneous)										
WP_002851328.1	PYV57861.1	55.3	0.000651	788	755	566	66	13.781	1978231	hypothetical protein DMG91_05650 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	WP_014546554.1	55.7	0.000652	788	1292	555	66	13.333	833;59374	hypothetical protein [Fibrobacter succinogenes]	Fibrobacter succinogenes	cellular organisms	Bacteria	FCB group	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter									
WP_002851328.1	PKK91167.1	55.3	0.000652	788	775	704	79	14.915	2013854	hypothetical protein CVV64_05200 [Candidatus Wallbacteria bacterium HGW-Wallbacteria-1]	Candidatus Wallbacteria bacterium HGW-Wallbacteria-1	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Wallbacteria												
WP_002851328.1	RKU15961.1	54.9	0.000653	788	477	194	24	19.072	2026781	hypothetical protein C6501_05890 [Candidatus Poribacteria bacterium]	Candidatus Poribacteria bacterium	cellular organisms	Bacteria	unclassified Bacteria	Bacteria candidate phyla	Candidatus Poribacteria												
WP_002851328.1	EAX08266.1	55.3	0.000653	788	796	360	45	18.056	9606	intraflagellar transport 88 homolog (Chlamydomonas), isoform CRA_a [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	KPL04167.1	55.3	0.000654	788	678	437	55	14.874	1703426	hypothetical protein AMJ90_01845 [candidate division Zixibacteria bacterium SM23_73_2]	candidate division Zixibacteria bacterium SM23_73_2	cellular organisms	Bacteria	FCB group	candidate division Zixibacteria													
WP_002851328.1	WP_137686312.1	55.3	0.000655	788	887	327	38	13.15	644383	tetratricopeptide repeat protein [Thermosporothrix hazakensis]	Thermosporothrix hazakensis	cellular organisms	Bacteria	Terrabacteria group	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix									
WP_002851328.1	OFY31874.1	55.3	0.000656	788	865	392	48	12.755	1797343;1797367	hypothetical protein A2X01_02695 [Bacteroidetes bacterium GWF2_35_48]	Bacteroidetes bacterium GWF2_35_48	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	unclassified Bacteroidetes	unclassified Bacteroidetes (miscellaneous)										
WP_002851328.1	WP_029520570.1	55.3	0.000656	788	563	436	55	16.743	1158338	tetratricopeptide repeat protein [Persephonella sp. IF05-L8]	Persephonella sp. IF05-L8	cellular organisms	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella										
WP_002851328.1	WP_074839804.1	55.7	0.000657	788	1412	441	51	12.245	83771	tetratricopeptide repeat protein [Succinivibrio dextrinosolvens]	Succinivibrio dextrinosolvens	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio										
WP_002851328.1	WP_118944694.1	55.7	0.000658	788	1111	486	56	14.198	28118	DUF5107 domain-containing protein [Odoribacter splanchnicus]	Odoribacter splanchnicus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter								
WP_002851328.1	ERM84489.1	55.3	0.000658	788	565	209	26	18.182	336829;1123057	hypothetical protein P872_25365 [Rhodonellum psychrophilum GCM71 = DSM 17998]	Rhodonellum psychrophilum GCM71 = DSM 17998	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rhodonellum	Rhodonellum psychrophilum							
WP_002851328.1	XP_015168449.1	55.3	0.000658	788	949	356	44	15.169	4113	PREDICTED: transcription factor tau subunit sfc4 isoform X2 [Solanum tuberosum]	Solanum tuberosum	cellular organisms	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Embryophyta	Tracheophyta	Euphyllophyta	Spermatophyta	Magnoliopsida	Mesangiospermae	eudicotyledons	Gunneridae	Pentapetalae	asterids	lamiids	Solanales
WP_002851328.1	KYQ53911.1	55.7	0.000658	788	1302	567	67	12.698	64791	Tetratricopeptide repeat protein 21B [Trachymyrmex zeteki]	Trachymyrmex zeteki	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Protostomia	Ecdysozoa	Panarthropoda	Arthropoda	Mandibulata	Pancrustacea	Hexapoda	Insecta	Dicondylia	Pterygota	Neoptera
WP_002851328.1	WP_110956562.1	53.8	0.000658	788	268	107	14	12.15	553	cell division protein CpoB [Pantoea ananatis]	Pantoea ananatis	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea										
WP_002851328.1	WP_078923828.1	55.3	0.000658	788	591	383	48	13.838	92487	tetratricopeptide repeat protein [Thiothrix eikelboomii]	Thiothrix eikelboomii	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix										
WP_002851328.1	PYV11258.1	55.3	0.000659	788	715	441	56	14.966	1978231	hypothetical protein DMG23_04820 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	WP_082051605.1	55.7	0.00066	788	1125	215	27	17.674	1246981	serine protease [Tolypothrix bouteillei]	Tolypothrix bouteillei	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Tolypothrichaceae	Tolypothrix									
WP_002851328.1	PWL63013.1	55.3	0.00066	788	990	609	78	14.943	2030927	hypothetical protein DBY35_01695 [Bacteroidales bacterium]	Bacteroidales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales	unclassified Bacteroidales (miscellaneous)								
WP_002851328.1	PWL63013.1	54.9	0.001	788	990	375	78	12.267	2030927	hypothetical protein DBY35_01695 [Bacteroidales bacterium]	Bacteroidales bacterium	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified Bacteroidales	unclassified Bacteroidales (miscellaneous)								
WP_002851328.1	WP_015774395.1	55.3	0.00066	788	884	367	46	13.896	899;525897	PEP-CTERM system TPR-repeat protein PrsT [Desulfomicrobium baculatum]	Desulfomicrobium baculatum	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium									
WP_002851328.1	WP_129596331.1	55.3	0.00066	788	1022	607	75	14.662	2138083	tetratricopeptide repeat protein [Methanohalophilus sp. SLHTYRO]	Methanohalophilus sp. SLHTYRO	cellular organisms	Archaea	Euryarchaeota	Stenosarchaea group	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus									
WP_002851328.1	SKA92515.1	55.3	0.000661	788	586	383	48	13.838	92487	Flp pilus assembly protein TadD, contains TPR repeats [Thiothrix eikelboomii]	Thiothrix eikelboomii	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix										
WP_002851328.1	PYV26481.1	54.9	0.000661	788	474	201	24	18.905	1978231	hypothetical protein DMG27_06680 [Acidobacteria bacterium]	Acidobacteria bacterium	cellular organisms	Bacteria	Acidobacteria	unclassified Acidobacteria	unclassified Acidobacteria (miscellaneous)												
WP_002851328.1	WP_134389753.1	55.3	0.000661	788	844	291	36	15.464	1847730	tetratricopeptide repeat protein [Methylacidiphilum sp. Yel]	Methylacidiphilum sp. Yel	cellular organisms	Bacteria	PVC group	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum									
WP_002851328.1	NP_001305420.1	55.3	0.000661	788	805	360	45	18.056	9606	intraflagellar transport protein 88 homolog isoform 3 [Homo sapiens]	Homo sapiens	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	XP_016372957.1	55.3	0.000662	788	755	296	37	16.892	307959	PREDICTED: intraflagellar transport protein 88 homolog isoform X10 [Sinocyclocheilus rhinocerous]	Sinocyclocheilus rhinocerous	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Actinopterygii	Actinopteri	Neopterygii	Teleostei
WP_002851328.1	XP_002687234.2	55.3	0.000662	788	918	406	50	15.025	9913;30522;43346;72004;89462	transmembrane and TPR repeat-containing protein 3 [Bos taurus]	Bos taurus	cellular organisms	Eukaryota	Opisthokonta	Metazoa	Eumetazoa	Bilateria	Deuterostomia	Chordata	Craniata	Vertebrata	Gnathostomata	Teleostomi	Euteleostomi	Sarcopterygii	Dipnotetrapodomorpha	Tetrapoda	Amniota
WP_002851328.1	PIP94815.1	55.3	0.000662	788	725	566	67	17.138	1975529	hypothetical protein COW78_08300, partial [Bdellovibrio sp. CG22_combo_CG10-13_8_21_14_all_39_27]	Bdellovibrio sp. CG22_combo_CG10-13_8_21_14_all_39_27	cellular organisms	Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio										
WP_002851328.1	WP_036267939.1	55.3	0.000663	788	973	327	39	18.043	371196;996925	tetratricopeptide repeat protein [Mastigocoleus testarum]	Mastigocoleus testarum	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Hapalosiphonaceae	Mastigocoleus									
WP_002851328.1	OGR19500.1	55.3	0.000663	788	757	476	56	18.697	1797913	hypothetical protein A2X81_03320 [Desulfobacterales bacterium GWB2_56_26]	Desulfobacterales bacterium GWB2_56_26	cellular organisms	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfobacterales	unclassified Desulfobacterales										
WP_002851328.1	WP_002133238.1	55.7	0.000663	788	1197	566	65	13.251	173;1049925	tetratricopeptide repeat protein [Leptospira interrogans]	Leptospira interrogans	cellular organisms	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira										
WP_002851328.1	WP_061430976.1	54.9	0.000665	788	537	271	34	15.867	1126	tetratricopeptide repeat protein [Microcystis aeruginosa]	Microcystis aeruginosa	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis								
WP_002851328.1	WP_009629267.1	54.5	0.000666	788	369	336	41	15.179	927668;927669	tetratricopeptide repeat protein [Pseudanabaena biceps]	Pseudanabaena biceps	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Synechococcales	Pseudanabaenaceae	Pseudanabaena									
WP_002851328.1	GAX97874.1	55.7	0.000666	788	1175	192	24	15.104	114742	Hypothetical protein PINS_005750 [Pythium insidiosum]	Pythium insidiosum	cellular organisms	Eukaryota	Stramenopiles	Oomycetes	Pythiales	Pythiaceae	Pythium										
WP_002851328.1	WP_053457896.1	55.3	0.000668	788	724	205	26	18.537	1704290	tetratricopeptide repeat protein [Hapalosiphon sp. MRB220]	Hapalosiphon sp. MRB220	cellular organisms	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	Cyanobacteria	Nostocales	Hapalosiphonaceae	Hapalosiphon									
WP_002851328.1	WP_138107222.1	54.1	0.000668	788	312	296	37	15.878	2099795	tetratricopeptide repeat protein [Candidatus Rhabdochlamydia sp. T3358]	Candidatus Rhabdochlamydia sp. T3358	cellular organisms	Bacteria	PVC group	Chlamydiae	Chlamydiia	Parachlamydiales	Rhabdochlamydiaceae	Candidatus Rhabdochlamydia									
WP_002851328.1	WP_028684360.1	53.8	0.000668	788	272	108	14	12.963	86187	tol-pal system protein YbgF [Phaseolibacter flectens]	Phaseolibacter flectens	cellular organisms	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter										
WP_002851328.1	WP_017258740.1	55.3	0.000669	788	1007	604	74	15.397	752140	tetratricopeptide repeat protein [Pedobacter arcticus]	Pedobacter arcticus	cellular organisms	Bacteria	FCB group	Bacteroidetes/Chlorobi group	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter								
